Title,factory_name,date_reported,num_affected,buyers,response_action,allegation_summary,issue_groups,Response Link,source_link,factory_lower
#142 - Myanmar Guotai Huasheng Glory Fashion,Myanmar Guotai Huasheng Glory Fashion,2022-09-14,700.0,"Auchan (Buyer),Carrefour (Former buyer),Lidl (Former buyer),Pimkie (part of Association Familiale Mulliez) (Buyer),Primark (part of Associated British Foods) (Former buyer),Tendam (Buyer)","Guotai Huasheng Glory Fashion allegedly supplies or has supplied to Primark, Auchan, Carrefour, Lidl and Pimkie; Primark, and Auchan provided a response to an invite to comment from the Resource Centre. Pimkie did not respond. Carrefour and Lidl previously informed the Resource Centre that they no longer source from the factory.
In January 2024, Primark informed us it had completed its responsible exit in October 2023 and no longer sources from the factory. In September 2024, Tendam did not provide a response to an invite to comment from the Resource Centre.","In September 2022, it was reported that workers at Myanmar Guotai Huasheng Glory Fashion factory were facing a series of violations, including forced overtime, verbal abuse if workers failed to meet targets and denial of leave. Workers also alleged that the Workers' Coordination Committee at the factory was working together with the employer to violate workers' rights.","Attacks on freedom of association,Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-primark-supplier-report-multiple-violations-incl-mandatory-overtime-verbal-abuse-workers-committee-collaborating-with-factory-to-undermine-workers-rights-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-committee-at-alleged-primark-supplier-reportedly-cooperating-with-factory-to-oppress-workers/?utm_source=mosaic&utm_medium=api,myanmar guotai huasheng glory fashion
#141 - Runningtex,Runningtex,2022-09-11,,,,"In September 2022 , it was reported that Runningtex workers were denied health services from the factory clinic, which is allegedly cooperating with the employer.",Unsafe working conditions,,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-running-tex-factory-denied-health-services/?utm_source=mosaic&utm_medium=api,runningtex
#140 - Bogart Lingerie (Yangon),Bogart Lingerie (Yangon),2022-09-10,2000.0,"La Senza (part of Limited Brands) (Buyer),SKIMS (Former buyer)","Bogart Lingerie allegedly supplies to La Senza and SKIMS. SKIMS provided a response to a request for comment from the Resource Centre, stating it ceased operations at the factory in April 2022. La Senza did not respond.","In September 2022, it was reported that workers at the Bogart Lingerie factory were facing a series of violations at the factory, including excessive production targets and wage cuts if workers did not meet their targets, and verbal abuse from supervisors.","Gender-based violence and harassment,Inhumane work rates and mandatory overtime,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-lingerie-factory-allegedly-underpaid-wages-if-targets-not-met-face-verbal-abuse-from-supervisors-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-excessive-production-targets-wage-cuts/?utm_source=mosaic&utm_medium=api,bogart lingerie (yangon)
#139 - Thukha Aung,Thukha Aung,2022-09-10,24.0,,,"In September 2022, it was reported that 24 workers at Thukha Aung garment factory were denied their wages. When the workers decided to go to the labour office to negotiate, the workers were told they would be sued if they did not complete their production targets and were locked in the factory until they had finished.","Harassment intimidation and abuse,Reduced wages and wage theft",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-denied-wages-locked-in-factory-until-orders-completed/?utm_source=mosaic&utm_medium=api,thukha aung
#138 - Mirae (New Way Garment),Mirae (New Way Garment),2022-09-06,300.0,Ziben (Buyer),Mirae (New Way Garment) allegedly supplies to Ziben; Ziben did not provide a response to a request for comment from the Resource Centre.,"In September 2022, it was reported that workers at Mirae (New Way Garment) factory went on strike demanding an increase in wages and for day labourers to be hired as permanent workers after three months. According to workers, day labourers in the factory were not paid overtime pay or holiday pay, and were denied statutory holidays and  benefits.","Denial of leave,Denial of permanent contracts,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-protest-for-higher-wages-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-protest-for-pay-rise-as-day-labourers-reportedly-denied-wages-leave/?utm_source=mosaic&utm_medium=api,mirae (new way garment)
#137 - Likes ViewTex Garment,Likes ViewTex Garment,2022-09-04,300.0,,,"In September 2022 it was reported that for several months Likes ViewTex Garment had not paid workers' wages on allocated pay days, overtime was not paid, and workers were fired without their salaries being paid.","Reduced wages and wage theft,Unfair dismissal",,https://www.business-humanrights.org/en/latest-news/myanmar-over-150-garment-workers-denied-wages-after-factory-closure/?utm_source=mosaic&utm_medium=api,likes viewtex garment
#136 - Likes ViewTex Garment,Likes ViewTex Garment,2022-09-04,150.0,,,"In September 2022, it was reported that more than 150 workers had not been paid their wages before Likes ViewTex Garment factory closed.",Reduced wages and wage theft,,https://www.business-humanrights.org/en/latest-news/myanmar-over-150-garment-workers-denied-wages-after-factory-closure/?utm_source=mosaic&utm_medium=api,likes viewtex garment
#135 - RONG DA GARMENTS MYANMAR,RONG DA GARMENTS MYANMAR,2022-09-02,1300.0,"LC Waikiki (Former buyer),LPP Spółka Akcyjna (Buyer),PEP&CO (Reported buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer),Sinsay (part of LPP S.A.) (Buyer)","Rong Da Garment allegedly supplies to LC Waikiki; LC Waikiki did not provide a response to a request for comment from the Resource Centre.
In September 2024, LPP, LC Waikiki and Pep&Co provided a response to a request for comment from the Resource Centre. LC Waikiki stated it had not sourced from the factory in two years. Pep&Co stated it no longer sources from Myanmar.","In September 2022, it was reported that workers were facing a series of violations at Rong Da Garments, including mandatory overtime and poor health due to being forced to sleep overnight in the factory, excessive production targets, verbal abuse, denial of leave and illegal dismissals.","Denial of leave,Gender-based violence and harassment,Inhumane work rates and mandatory overtime,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-rong-da-garment-factory-report-multiple-labour-rights-violations-incl-co-non-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-denied-time-off-work-and-forced-to-sleep-overnight-in-factory/?utm_source=mosaic&utm_medium=api,rong da garments myanmar
#134 - Zong Hong,Zong Hong,2022-09-01,1700.0,"Bestseller (Buyer),Inditex (Buyer),LPP Spółka Akcyjna (Buyer),New Yorker (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Zara (part of Inditex) (Buyer)","Zong Hong (Myanmar) Garment allegedly supplies to Inditex for its Zara brand, Primark, New Yorker for its FBSister brand, BESTSELLER for its ONLY brand and LPP S.A for its Sinsay brand. Inditex, BESTSELLER, Primark and LPP S.A. provided a response to a request for comment from the Resource Centre. Primark stated it ceased business with the factory in June 2022. New Yorker did not respond.","In August 2022, it was reported that workers at Zong Hong (Myanmar) Garment factory were facing a series of violations at the factory, including daily labourers receiving pay below minimum wage and denied overtime pay, the reduction of workers on permanent contracts and non-compliance of COVID-19 regulations in the factory.","Denial of permanent contracts,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-zong-hong-garment-factory-report-non-compliance-of-covid-19-regulations-underpaid-wages-non-payment-of-overtime-pay-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-underpaid-wages-to-day-labourers-violation-of-covid-19-regulations/?utm_source=mosaic&utm_medium=api,zong hong
#133 - Myanmar Luxury Group Company,Myanmar Luxury Group Company,2022-08-31,800.0,"Calliope (Buyer),Inditex (Reported buyer),Promod (Buyer),Stradivarius (part of Inditex) (Reported buyer)","Myanmar Luxury Group Company allegedly supplies to Inditex for its Stradivarius brand; Inditex provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.
In September 2024, Calliope and Promod did not provide a response to a request for comment from the Resource Centre.","On 29 August 2022, over 800 garment workers at the factory started a protest demanding an increase in wages, as workers alleged they were struggling with the increase in the price of goods. Day labourers in particular are reportedly denied benefits and are unable to work on weekends, so are suffering due to their lower wages. The factory said they are unable to increase workers' pay.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-hundreds-of-garment-workers-protest-for-wage-increase-reporting-increased-price-of-goods-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-over-800-garment-workers-protest-for-wage-hike-amid-increasing-price-of-essential-goods/?utm_source=mosaic&utm_medium=api,myanmar luxury group company
#132 - Princess Power Manufacturing,Princess Power Manufacturing,2022-08-26,900.0,"NKD (Buyer),SPAO (Buyer)",Princess Power Manufacturing allegedly supplies to SPAO and NKD Group for its Laura Torelli brand; NKD Group provided a response to a request for comment from the Resource Centre. SPAO did not.,"In August 2022,  it was reported that workers at Princess Power Manufacturing  were facing a series of violations at the factory, including the hiring of child labour.",Child labour,https://www.business-humanrights.org/en/latest-news/myanmar-workers-report-several-labour-rights-violations-at-princess-power-manufacturing-garment-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-princess-power-garment-factory-report-child-labour-denial-of-leave-benefits-for-daily-labourers-oppression/?utm_source=mosaic&utm_medium=api,princess power manufacturing
#131 - Princess Power Manufacturing,Princess Power Manufacturing,2022-08-26,80.0,"NKD (Buyer),SPAO (Buyer)",Princess Power Manufacturing allegedly supplies to SPAO and NKD Group for its Laura Torelli brand; NKD Group provided a response to a request for comment from the Resource Centre. SPAO did not.,"In August 2022, it was reported that Princess Power Manufacturing  daily labourers were being hired at the factory and  paid 4,000 kyats for 10 ½ hour shifts, which is below the minimum wage of 4,800 kyats for an 8-hour shift, and denied social security benefits and leave.","Denial of leave,Denial of permanent contracts,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-workers-report-several-labour-rights-violations-at-princess-power-manufacturing-garment-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-princess-power-garment-factory-report-child-labour-denial-of-leave-benefits-for-daily-labourers-oppression/?utm_source=mosaic&utm_medium=api,princess power manufacturing
